srch_id,rows,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_brand_bool,prop_location_score1,prop_location_score2,prop_review_score,booked,prop_starrating_avg,prop_location_score1_avg,prop_location_score2_avg,prop_review_score_avg
300873,1,219,,,55,68098,4,0,4.72,0.3196,4,0,4,4.72,0.3196,4
301198,1,219,,,219,134503,4,1,2.77,0.1636,4.5,0,4,2.77,0.1636,4.5
301333,1,219,,,219,22974,3,1,1.61,0.0653,4,0,3,1.61,0.0653,4
301397,1,220,,,99,2406,5,1,6.08,0.0533,4.5,0,5,6.08,0.0533,4.5
301593,1,219,,,219,39673,4,1,1.61,0.0308,4.5,0,4,1.61,0.0308,4.5
301617,1,103,,,219,17327,3,1,1.39,0.0003,4.5,0,3,1.39,0.0003,4.5
301717,1,219,,,219,58899,3,1,1.95,0.125509244,3.5,0,3,1.95,0.125509244,3.5
301787,1,219,,,219,139493,2,1,2.3,0.1752,3,2,2,2.3,0.1752,3
302014,1,219,,,219,16939,4,1,2.2,0.0867,4,0,4,2.2,0.0867,4
302411,1,219,,,219,27192,3,1,2.3,0.125509244,4.5,0,3,2.3,0.125509244,4.5
302922,1,100,,,100,5866,4,0,4.45,0.0996,3.5,0,4,4.45,0.0996,3.5
302941,1,219,,,219,21108,2,1,2.4,0.0067,3.5,0,2,2.4,0.0067,3.5
303090,1,219,,,219,93738,3,1,2.48,0.3707,4.5,2,3,2.48,0.3707,4.5
303103,1,219,,,219,14912,3,1,4.36,0.125509244,4,0,3,4.36,0.125509244,4
303660,1,219,,,219,108191,3,1,2.94,0.125509244,4,0,3,2.94,0.125509244,4
304322,1,59,,,219,126465,4,1,3.04,0.0415,4,0,4,3.04,0.0415,4
304329,1,92,,,205,75562,4,1,4.48,0.0898,4,0,4,4.48,0.0898,4
305069,1,219,,,219,120426,4,1,2.3,0.125509244,4.5,0,4,2.3,0.125509244,4.5
305144,1,219,,,219,77504,4,0,2.4,0.0222,4.5,0,4,2.4,0.0222,4.5
305858,1,219,,,219,75748,2,1,2.64,0.0074,3.5,0,2,2.64,0.0074,3.5
306043,1,219,,,219,47863,2,1,1.79,0.0003,3.5,0,2,1.79,0.0003,3.5
306180,1,129,,,219,87859,2,1,2.56,0.1908,4.5,0,2,2.56,0.1908,4.5
306267,1,219,,,219,139031,3,1,1.95,0.0082,4.5,0,3,1.95,0.0082,4.5
306806,1,158,,,158,121344,5,1,,,,1,5,3.3,0.2024,4.5
307432,1,219,,,32,116565,4,1,4.39,0.294,4.5,0,4,4.39,0.294,4.5
307519,1,81,,,81,59809,4,0,1.79,0.0052,3,0,4,1.79,0.0052,3
307742,1,219,,,219,63666,2,0,0,0.0052,3.5,0,2,0,0.0052,3.5
308920,1,219,,,219,19777,3,1,3.61,0.1227,4,0,3,3.61,0.1227,4
309160,1,219,,,219,98146,2,1,2.56,0.101,2.5,0,2,2.56,0.101,2.5
309453,1,99,,,55,110861,4,0,2.4,0.0004,4.5,0,4,2.4,0.0004,4.5
309878,1,219,,,219,118098,3,1,2.48,0.0641,4.5,0,3,2.48,0.0641,4.5
309920,1,206,,,206,2280,4,0,5.26,0.336,4,0,4,5.26,0.336,4
310520,1,129,,,129,98869,4,0,4.6,0.385,4.5,0,4,4.6,0.385,4.5
310612,1,55,,,4,109941,4,0,0,0.0302,4,0,4,0,0.0302,4
310864,1,55,,,219,73139,3,1,3.22,0.2661,4.5,0,3,3.22,0.2661,4.5
311459,1,219,,,219,135415,3,0,3.97,0.1032,4,0,3,3.97,0.1032,4
311496,1,219,,,219,11631,2,0,0.69,0.0007,2.5,0,2,0.69,0.0007,2.5
311700,1,219,,,219,114825,3,1,2.2,0.1493,4.5,0,3,2.2,0.1493,4.5
312063,1,219,,,219,30256,3,1,1.1,0.125509244,4,0,3,1.1,0.125509244,4
313654,1,92,,,219,91569,2,1,1.95,0.0012,3.5,0,2,1.95,0.0012,3.5
313779,1,55,,,41,86801,4,0,0,0.0143,3,0,4,0,0.0143,3
314145,1,219,,,219,42164,4,1,2.89,0.1,4.5,0,4,2.89,0.1,4.5
314414,1,219,,,219,11294,3,1,2.71,0.0137,4,0,3,2.71,0.0137,4
314423,1,85,,,100,93203,3,1,1.1,0.0166,3.5,0,3,1.1,0.0166,3.5
314425,1,216,,,100,119256,4,0,2.4,0.1954,4,0,4,2.4,0.1954,4
314426,1,219,,,219,20379,2,1,2.94,0.125509244,3,0,2,2.94,0.125509244,3
314441,1,219,,,219,103944,3,1,1.1,0.0296,4,0,3,1.1,0.0296,4
315000,1,219,,,219,85902,3,1,1.39,0.0521,4,0,3,1.39,0.0521,4
315116,1,219,,,219,16121,3,1,4.22,0.0066,3.5,0,3,4.22,0.0066,3.5
315142,1,219,,,100,6718,3,0,3.97,0.0858,4.5,0,3,3.97,0.0858,4.5
315150,1,219,,,219,110440,3,0,4.56,0.2247,4.5,0,3,4.56,0.2247,4.5
315900,1,219,,,219,38918,4,1,2.89,0.2707,4.5,0,4,2.89,0.2707,4.5
316344,1,219,,,219,46323,2,1,2.56,0.125509244,3,0,2,2.56,0.125509244,3
316356,1,220,,,220,2987,4,0,4.37,0.2028,4,0,4,4.37,0.2028,4
316481,1,219,,,219,75014,,1,0,0.125509244,,0,,0,0.125509244,
316729,1,55,,,219,38979,3,1,1.1,0.125509244,4.5,0,3,1.1,0.125509244,4.5
317225,1,204,,,219,38538,3,1,5.7,0.1402,4,0,3,5.7,0.1402,4
318182,1,219,,,100,97430,3,1,4.14,0.1448,4.5,0,3,4.14,0.1448,4.5
318309,1,31,3.69,192.22,31,3534,4,1,3.14,0.084,4,0,4,3.14,0.084,4
318652,1,219,,,219,28100,2,0,0,0.0017,3.5,0,2,0,0.0017,3.5
319178,1,100,,,100,64104,4,1,2.89,0.12448871,3.5,0,4,2.89,0.12448871,3.5
319419,1,219,2.55,90.44,219,108578,4,1,2.08,0.125509244,3.5,0,4,2.08,0.125509244,3.5
319679,1,55,,,55,57106,3,1,2.08,0.0013,3,0,3,2.08,0.0013,3
320182,1,220,,,221,63024,3,0,1.39,0.0164,,0,3,1.39,0.0164,
320497,1,219,,,219,129631,5,0,0.69,0.0003,4.5,0,5,0.69,0.0003,4.5
320508,1,219,,,219,25070,4,1,5.6,0.0455,4.5,0,4,5.6,0.0455,4.5
320754,1,55,,,100,60548,2,1,1.61,0.0197,3.5,0,2,1.61,0.0197,3.5
321541,1,219,,,219,57501,2,1,1.79,0.0072,3,0,2,1.79,0.0072,3
322385,1,220,,,220,97038,4,1,4.8,0.3357,4,0,4,4.8,0.3357,4
322563,1,219,,,219,60832,2,0,1.61,0.125509244,3.5,0,2,1.61,0.125509244,3.5
322661,1,219,,,219,78979,3,1,2.48,0.0497,3.5,0,3,2.48,0.0497,3.5
322696,1,219,,,219,135168,3,1,2.4,0.125509244,,0,3,2.4,0.125509244,
323930,1,219,,,219,28438,3,0,2.4,0.0048,4,0,3,2.4,0.0048,4
324036,1,219,,,35,10596,4,0,0.69,0.064866667,,0,4,0.69,0.064866667,
324198,1,219,,,219,15329,2,0,0,0.125509244,3.5,0,2,0,0.125509244,3.5
324344,1,129,,,132,49742,4,1,5.55,0.6774,4.5,0,4,5.55,0.6774,4.5
324877,1,219,,,219,39502,2,1,1.39,0.125509244,3,0,2,1.39,0.125509244,3
325111,1,31,,,100,117835,3,1,0,0.12448871,4.5,0,3,0,0.12448871,4.5
326145,1,219,,,219,59891,3,1,3.3,0.0325,4.5,0,3,3.3,0.0325,4.5
326524,1,219,,,219,27521,5,0,5.24,0.5402,4.5,0,5,5.24,0.5402,4.5
327454,1,17,,,17,111824,4,1,0.69,0.0747,4.5,0,4,0.69,0.0747,4.5
327522,1,219,,,100,25820,3,1,1.1,0.0037,4.5,0,3,1.1,0.0037,4.5
327610,1,219,,,219,69107,4,1,4.47,0.125509244,4,0,4,4.47,0.125509244,4
328096,1,219,,,219,52948,4,1,2.4,0.0322,4,2,4,2.4,0.0322,4
328110,1,219,,,219,121446,4,1,2.08,0,4.5,2,4,2.08,0,4.5
328120,1,219,,,219,23948,2,1,1.95,0.1123,4,0,2,1.95,0.1123,4
329195,1,55,3.45,151.89,55,14331,3,1,1.79,0.0635,4,0,3,1.79,0.0635,4
329359,1,219,,,55,112085,4,1,1.79,0.1132,4,0,4,1.79,0.1132,4
329383,1,100,,,100,9144,2,1,1.1,0.0929,4,0,2,1.1,0.0929,4
330388,1,216,,,219,88908,3,1,2.3,0.125509244,3.5,0,3,2.3,0.125509244,3.5
330487,1,219,,,219,110657,3,1,3.09,0.0647,4.5,0,3,3.09,0.0647,4.5
330886,1,219,,,219,59024,3,1,1.39,0.0222,4.5,0,3,1.39,0.0222,4.5
331469,1,100,,,70,45932,4,1,3,0.1083,4.5,0,4,3,0.1083,4.5
331623,1,219,,,219,130672,3,1,1.39,0.0017,5,0,3,1.39,0.0017,5
331719,1,219,,,219,76972,2,1,1.79,0.125509244,3,0,2,1.79,0.125509244,3
332014,1,219,,,219,30992,5,0,5.19,0.5498,4,0,5,5.19,0.5498,4
332708,1,100,,,219,131901,4,1,4.58,0.1515,4,0,4,4.58,0.1515,4
