,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
331,116879,2012-12-26 19:20:44,5,219,,,219,99482,3,4.5,1,2.3,0.2611,4.96,2,179.0,0,2011,1,5,2,3,1,0,,177.81,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
332,118006,2013-06-25 09:44:41,5,219,,,100,95604,3,4.0,0,4.13,0.1913,0.0,31,153.0,0,21871,3,17,2,0,1,1,-12.1507,341.1,0,,,,-1.0,0.0,6.0,-1.0,0.0,6.0,,,,-1.0,0.0,6.0,,,,,,,,,,0,,0
333,118596,2013-04-30 21:14:10,32,220,,,202,61327,5,4.5,0,4.99,0.1728,6.15,3,867.04,1,25026,4,100,2,0,1,1,,2753.86,1,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0,,0
334,118760,2013-04-13 21:07:41,5,219,,,219,50409,3,4.5,0,2.64,0.0801,4.9,1,109.0,0,5888,1,2,2,2,1,0,,2.55,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,117.45,1
335,119108,2013-04-03 21:34:17,14,100,,,100,35469,3,4.0,1,2.89,0.4025,5.06,14,131.09,0,19724,3,46,1,0,1,0,,172.68,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
336,119714,2013-05-28 09:17:59,5,219,,,219,90225,2,2.5,0,3.81,0.1259,4.98,9,199.0,0,17603,1,46,3,0,1,1,,153.3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
337,120060,2013-03-15 08:35:52,5,219,,,219,31463,3,3.5,0,2.48,,4.98,19,120.0,1,14917,3,54,2,0,1,0,-9.7723,2660.92,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
338,120100,2013-02-20 22:08:53,16,31,,,31,15915,4,4.5,0,6.44,0.5453,5.6,13,379.91,0,8978,2,100,2,0,1,1,,151.82,1,,,,,,,,,,,,,1.0,0.0,17.0,1.0,0.0,3.0,1.0,0.0,11.0,,,,0,,0
339,120152,2013-05-03 00:24:26,15,55,,,50,34143,3,0.0,0,1.39,0.0094,4.68,31,155.74,0,23151,2,26,2,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
340,120836,2013-05-29 15:44:18,5,219,,,219,121219,3,4.5,1,2.83,0.1229,5.66,18,206.0,1,19363,5,7,2,0,1,0,,1848.44,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
341,121153,2013-02-13 12:26:37,5,219,,,219,109431,3,4.5,0,3.4,,5.63,26,226.0,0,14389,3,16,2,0,1,1,,1231.33,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,,0
342,121325,2013-05-14 15:22:35,5,219,,,219,71026,3,4.5,1,3.37,,4.93,10,109.0,1,10343,2,41,2,0,1,0,,1604.83,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
343,121579,2013-05-22 20:05:53,18,129,,,219,126657,4,4.0,1,5.96,0.1755,6.07,2,349.75,1,4562,5,144,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
344,121872,2013-03-19 13:03:46,5,219,,,219,93978,3,4.0,1,3.09,0.4034,5.56,14,239.0,0,11846,2,11,2,0,1,1,-13.2472,13.86,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
345,122006,2012-11-25 18:57:54,5,219,,,219,138229,4,4.5,1,3.26,0.1573,5.09,19,99.0,0,24131,2,18,1,0,1,1,,272.09,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
346,122615,2013-05-01 12:48:55,15,55,,,4,62437,4,4.5,0,0.69,,4.69,20,79.33,0,3294,1,66,1,0,5,1,,,0,,,,,,,,,,,,,,,,,,,1.0,0.0,32.0,,,,0,,0
347,123193,2012-11-10 21:26:10,24,216,,,73,5786,5,4.0,0,4.87,0.1829,5.41,1,124.07,1,5193,2,20,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,4.0,,,,0,,0
348,123221,2013-05-08 12:15:28,5,219,,,219,131723,3,4.5,1,2.64,0.1808,5.37,10,129.0,0,20459,1,59,7,1,2,1,,,0,,,,0.0,0.0,14.0,,,,,,,0.0,0.0,14.0,,,,,,,-1.0,0.0,14.0,0,,0
349,123260,2013-05-01 15:44:18,5,219,,,219,78572,2,3.5,1,3.64,0.0987,4.91,22,149.0,0,27770,2,63,2,0,1,0,,1460.93,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
350,123273,2013-03-04 09:35:04,5,219,,,219,43997,3,4.5,1,3.89,0.1005,5.48,4,159.0,0,4072,2,18,1,2,1,1,,926.51,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
351,123655,2013-05-03 22:39:24,5,219,,,219,119527,4,4.5,1,5.18,0.8074,5.79,15,334.0,0,25556,4,4,2,0,1,0,,1814.69,0,,,,-1.0,0.0,8.0,-1.0,0.0,8.0,,,,0.0,1.0,,,,,,,,-1.0,0.0,8.0,0,,0
352,124068,2013-04-15 04:01:39,5,55,,,117,99987,4,,0,1.39,,4.9,19,96.0,0,26430,9,7,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
353,124351,2013-06-06 05:57:57,5,219,,,219,129900,4,4.0,0,5.04,0.46,0.0,19,169.0,1,25426,2,32,5,3,2,0,-25.8414,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
354,124599,2013-03-21 20:12:29,5,219,,,219,7432,5,4.5,1,4.25,0.2837,6.21,33,465.0,0,570,1,11,2,2,1,0,,400.86,0,,,,,1.0,,0.0,0.0,,,,,-1.0,0.0,32.0,,,,,,,-1.0,0.0,32.0,0,,0
355,124646,2013-06-11 21:33:17,5,219,,,219,136686,4,4.5,0,3.85,0.1085,0.0,13,151.0,1,4182,1,17,2,0,1,1,,167.74,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
356,125649,2013-05-06 14:23:36,32,220,,,220,113617,5,4.5,1,4.32,0.1039,5.68,22,230.7,0,4427,2,8,2,0,1,0,,835.6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
357,125831,2013-02-18 19:22:41,18,109,,,109,22492,2,0.0,0,3.53,,0.0,6,129.51,0,3389,7,103,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
358,126572,2013-03-12 08:26:25,7,100,,,100,111635,3,4.5,0,2.71,,5.13,32,209.61,0,18139,2,1,2,1,2,0,,170.76,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
359,126609,2012-12-10 16:31:09,5,219,,,219,67140,4,4.0,1,4.16,0.2843,5.36,10,125.0,0,1148,1,13,2,0,1,0,,186.66,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
360,126620,2013-03-13 08:10:22,5,219,,,219,36045,4,4.0,1,4.17,,5.38,24,179.0,0,16654,1,2,2,0,1,1,,,0,,,,-1.0,0.0,19.0,-1.0,0.0,22.0,,,,0.0,0.0,,,,,,,,0.0,0.0,10.0,0,,0
361,128023,2013-06-27 10:11:50,15,55,,,219,88697,2,2.5,1,1.39,0.0093,0.0,15,50.36,0,5102,2,62,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
362,128062,2012-12-27 23:45:28,13,81,,,216,65007,4,4.5,0,4.03,0.03,5.64,22,227.1,0,20497,2,22,2,0,1,1,,,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0
363,128545,2013-04-10 18:20:19,14,100,,,219,140087,3,3.5,1,2.56,,4.82,33,103.53,0,22691,1,1,1,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
364,130645,2013-02-26 12:44:18,14,100,,,117,106247,4,3.5,0,2.77,0.0126,4.94,35,106.23,1,2551,2,72,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
365,131372,2013-03-09 07:55:21,5,219,,,219,92259,2,2.5,1,2.64,0.0318,4.1,10,80.0,0,22056,1,0,2,2,1,1,,5.82,0,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
366,131586,2013-03-23 19:19:38,5,219,,,219,23350,3,4.0,1,2.94,,5.08,2,139.0,0,19038,2,71,4,0,1,0,,1742.59,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
367,131596,2013-02-08 21:57:25,5,92,,,219,53845,2,4.0,1,2.2,,4.28,13,62.0,0,12736,4,13,2,0,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
368,131777,2013-05-28 22:45:56,14,100,,,100,2899,5,5.0,1,4.53,0.157,5.64,1,192.34,1,2142,1,18,2,0,1,1,,313.1,0,,,,0.0,0.0,,,,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0
369,131900,2013-05-30 16:18:08,5,219,,,219,85074,2,4.5,1,0.0,0.0138,4.67,12,99.0,1,8909,1,3,2,1,1,0,,708.53,0,,,,1.0,0.0,11.0,1.0,0.0,11.0,,,,,,,,,,,,,1.0,0.0,11.0,0,,0
370,131968,2013-01-27 16:38:24,5,219,,,219,14024,4,4.5,1,3.74,0.1002,5.35,25,232.0,0,13870,1,65,3,2,1,0,,874.75,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
371,132853,2013-02-09 22:34:01,24,216,,,219,30417,3,4.0,0,4.76,0.2182,5.27,28,99.01,1,18933,4,135,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
372,132859,2013-02-22 08:16:13,5,219,,,219,10337,4,4.0,1,2.89,,5.2,8,110.0,0,13242,1,7,1,1,1,1,,208.4,0,,,,,,,0.0,0.0,17.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
373,133085,2013-06-25 15:52:48,5,219,,,219,100493,3,4.5,1,1.1,0.0149,0.0,3,211.0,0,2496,2,122,2,0,1,1,,109.88,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
374,133213,2013-02-22 19:42:37,5,219,,,219,52738,3,4.0,1,2.64,0.0732,5.01,21,164.0,0,14472,2,36,2,2,1,1,,1267.1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,365.79,1
375,133285,2013-02-11 20:58:11,5,219,,,219,20362,4,3.5,1,3.0,0.0614,5.32,2,229.0,0,15428,3,38,1,0,1,1,,110.59,0,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
376,133567,2013-04-14 16:25:18,5,219,4.45,390.84,219,91315,3,4.0,1,3.47,0.0773,5.26,32,180.0,0,4182,2,2,1,0,1,0,,749.08,0,,,,,,,0.0,0.0,,,,,1.0,0.0,5.0,,,,,,,0.0,0.0,,0,,0
377,133744,2013-03-13 14:23:33,5,219,,,100,133165,4,4.5,1,4.49,0.2532,5.86,37,282.0,0,12454,2,135,2,2,1,1,,124.36,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
378,133769,2012-12-10 14:36:37,14,100,,,219,1248,3,3.5,0,2.3,0.0975,5.19,20,204.81,1,27730,3,87,2,0,1,1,,2588.97,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
379,133831,2013-05-14 13:49:23,7,100,,,100,112519,4,4.5,0,4.01,0.1279,5.15,21,171.91,0,15438,3,30,1,0,1,1,,325.1,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
380,133902,2013-04-07 17:45:00,5,219,,,219,36360,2,3.5,1,1.1,,4.02,32,67.0,0,16335,1,13,7,0,3,1,,152.65,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
381,133905,2013-06-21 14:47:55,5,219,2.57,109.12,219,112402,4,4.0,1,2.4,,0.0,4,109.0,0,25647,5,2,2,0,1,0,,195.08,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
382,134228,2013-02-27 20:18:44,5,219,,,219,122134,3,3.5,1,3.18,0.0877,4.74,13,89.0,0,4335,1,6,2,0,1,0,,373.26,0,,,,1.0,0.0,33.0,,,,,,,-1.0,0.0,36.0,,,,,,,,,,0,,0
383,134249,2013-06-14 17:36:18,5,219,,,219,46275,3,3.5,1,1.79,0.0336,0.0,18,90.0,0,26183,1,1,2,0,1,1,,333.25,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
384,134857,2013-05-19 13:20:15,32,220,,,220,17251,5,4.0,1,3.33,0.0355,5.58,14,192.68,0,697,2,36,2,0,1,0,,1452.91,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
385,135044,2013-06-21 01:44:56,15,55,,,129,67766,5,4.5,1,2.77,0.0172,0.0,31,195.81,0,16076,2,46,3,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
386,135058,2013-04-07 15:57:42,5,219,,,219,9951,2,4.0,1,2.56,,4.87,8,129.0,0,27527,2,26,1,0,1,1,,259.48,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
387,136033,2013-06-24 10:12:32,5,109,,,99,53791,4,4.0,1,2.56,0.1848,0.0,3,247.0,0,27929,3,7,2,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,0,,0
388,136269,2013-06-09 17:09:51,24,216,,,14,86214,4,5.0,0,3.5,0.0495,0.0,10,74.97,1,28399,4,63,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
389,136468,2013-03-23 13:16:18,32,220,,,219,41712,4,4.5,1,5.79,0.3754,5.98,12,531.59,1,24700,9,258,3,0,2,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
390,136815,2013-05-27 10:41:29,5,219,,,219,26813,3,4.5,1,0.69,0.0034,5.01,34,152.0,0,15764,2,42,1,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
391,136950,2013-06-02 19:58:29,24,216,,,92,34110,3,0.0,0,4.08,0.0371,5.17,9,44.26,1,6991,1,18,1,0,1,1,,,0,,,,,,,,,,0.0,0.0,10.0,,,,,,,,,,,,,0,,0
392,137046,2013-04-03 10:32:01,24,219,,,219,101162,4,4.5,1,3.97,0.4358,5.89,16,229.99,0,2045,3,72,2,0,1,1,-39.33,2625.92,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
393,137231,2013-02-09 12:11:21,14,100,3.0,192.31,219,26804,4,4.0,1,3.0,0.0363,4.93,20,158.68,0,24232,1,71,1,1,2,0,,1459.9,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
394,137469,2013-05-13 07:45:24,32,220,4.3,131.71,219,47744,4,4.5,0,5.7,0.0938,6.21,20,448.85,0,4562,12,166,4,0,1,0,,9643.43,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
395,138171,2013-03-16 20:15:54,5,219,,,221,39561,5,4.0,1,2.89,0.0358,5.25,9,108.0,1,4238,4,89,2,0,1,1,,5499.33,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
396,138665,2012-11-16 22:49:26,24,216,,,223,135057,5,5.0,1,5.53,0.0341,5.36,8,167.33,0,18409,2,4,1,0,1,0,-5.0603,,0,,,,,,,,,,,,,0.0,0.0,10.0,,,,,,,,,,0,,0
397,139342,2013-04-22 22:21:51,5,219,,,219,125641,3,4.5,1,1.61,,5.21,18,129.0,0,19709,1,12,4,0,2,1,,90.28,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
398,139557,2013-03-01 17:07:47,5,219,,,219,14262,4,4.5,1,1.79,,4.82,13,127.0,0,23588,2,91,1,2,1,1,,1095.75,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
399,139971,2013-03-20 08:52:23,14,100,,,100,27375,3,4.5,1,1.39,,5.33,13,171.54,0,23767,3,1,2,0,1,1,,35.63,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
400,141460,2013-03-28 17:21:13,5,219,,,219,57238,3,4.5,1,1.95,,4.81,30,94.0,0,11725,1,2,4,0,1,1,,16.96,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
401,141855,2013-06-11 18:17:02,5,219,,,219,16223,2,2.5,0,4.13,0.3062,0.0,8,59.0,1,9088,5,9,2,0,1,0,,732.75,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
402,142530,2013-02-25 22:45:40,24,216,,,14,36481,3,0.0,0,2.77,,3.48,30,23.58,0,4124,3,162,4,1,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
403,142606,2013-05-15 12:37:13,11,103,,,220,46048,5,4.5,1,4.88,0.3675,5.57,31,224.97,0,25981,5,30,2,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
404,142985,2013-04-23 17:45:25,24,216,,,216,61505,4,4.0,0,1.79,0.0663,5.08,3,91.39,0,7543,1,7,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
405,143020,2013-01-13 08:23:39,32,220,,,220,17877,4,0.0,0,4.7,0.2407,5.24,13,266.54,0,25981,3,2,2,0,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
406,143122,2013-01-20 21:54:45,18,129,,,205,51980,4,4.0,1,3.26,,5.11,26,206.42,1,6867,1,99,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
407,143295,2013-04-25 22:12:53,24,216,,,98,22212,4,4.0,1,5.13,0.2989,4.37,21,59.77,1,8612,6,99,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
408,143883,2013-06-23 22:48:25,5,219,,,219,68702,2,3.5,1,0.0,,0.0,13,60.0,0,11299,2,1,1,0,1,0,,921.25,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
409,144190,2013-04-25 23:07:08,5,219,,,219,72492,5,5.0,0,4.04,,6.21,8,675.0,0,7318,1,1,2,0,1,1,,1.72,1,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
410,144227,2013-06-21 07:13:53,5,219,,,219,63276,2,3.5,1,1.61,0.0072,0.0,2,84.0,0,26067,1,8,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,96.22,1
411,144358,2013-02-06 07:33:50,5,219,,,219,118639,5,4.0,0,2.56,0.0574,5.31,2,241.0,0,19994,1,36,3,0,3,1,,258.11,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
412,144373,2013-02-06 12:02:59,5,219,,,219,62093,3,3.0,1,2.2,,4.28,16,52.0,0,4616,8,1,4,0,2,0,,,1,,,,0.0,0.0,,,,,,,,1.0,0.0,6.0,,,,,,,,,,0,,0
413,144387,2013-01-30 23:04:14,5,219,,,219,105392,3,4.0,0,1.95,0.044000000000000004,4.96,6,174.0,1,10424,1,50,2,1,1,1,,138.41,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
414,144437,2013-02-09 21:40:28,5,219,,,219,42556,2,3.0,1,2.56,,4.73,21,72.0,0,9808,2,6,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,8.0,0,,0
415,144763,2013-05-09 22:45:12,5,219,,,219,125744,4,4.0,0,4.3,0.1491,5.23,27,169.0,0,7714,1,2,2,0,1,1,,81.01,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
416,144825,2013-04-04 11:32:36,5,219,,,219,128540,3,4.5,0,2.3,,4.93,3,100.0,0,10048,1,31,1,1,2,0,,289.15,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
417,144867,2012-12-14 08:17:12,5,219,,,219,65175,3,3.5,1,2.3,0.0253,4.7,30,93.0,1,18410,1,63,2,0,1,1,,74.68,0,,,,1.0,0.0,6.0,-1.0,0.0,9.0,,,,,,,,,,,,,,,,0,,0
418,145073,2013-02-23 10:15:03,5,219,,,219,69885,2,3.0,1,3.5,0.0911,4.52,15,109.0,0,10424,1,0,2,0,1,1,,40.78,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,9.0,0,,0
419,145599,2013-01-21 11:32:11,15,117,,,215,29693,4,4.0,1,6.28,0.0858,5.74,36,106.06,1,2303,4,7,2,0,1,0,,,0,0.0,0.0,,,,,-1.0,0.0,8.0,,,,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,11.0,0,,0
420,145873,2013-05-24 10:09:25,14,100,,,219,110617,4,4.0,1,2.48,0.1561,4.84,28,116.3,0,11299,5,87,2,0,1,0,,391.03,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
421,146183,2013-05-05 12:40:15,5,219,,,219,50968,3,4.5,1,1.1,,4.91,13,161.0,0,7548,2,85,1,0,1,0,,714.12,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
422,146184,2013-04-19 22:01:32,24,117,,,81,18071,4,3.5,0,2.56,0.0236,4.99,1,131.53,0,28088,2,13,2,0,1,1,,,1,,,,,,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
423,146718,2013-02-11 14:42:17,32,220,,,220,15574,5,4.5,1,4.85,0.3442,5.45,12,240.0,0,25981,2,3,2,0,1,1,,854.81,1,,,,0.0,0.0,,0.0,0.0,29.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
424,146903,2013-04-28 11:10:26,32,220,,,103,19790,5,4.5,0,4.23,0.3027,4.97,24,120.23,0,13319,7,241,2,0,1,0,,1341.57,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
425,147445,2012-12-03 20:46:13,5,219,,,132,120932,3,4.5,1,5.46,0.3204,5.32,32,163.0,0,27231,2,10,2,0,1,1,,4367.87,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
426,147641,2013-04-15 23:06:39,24,216,,,92,133013,5,4.0,1,4.08,,5.84,31,198.02,0,13512,3,101,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
427,147692,2013-03-01 11:51:42,5,219,,,219,58277,3,4.0,0,3.69,0.0627,4.82,12,89.0,0,6443,3,27,2,0,1,1,,380.62,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
428,148080,2013-04-04 13:54:58,14,100,,,100,105142,3,4.5,1,0.69,0.1936,5.24,2,147.13,0,4038,2,1,2,0,1,1,,43.76,0,,,,-1.0,0.0,6.0,,,,,,,,,,,,,,,,-1.0,0.0,6.0,1,341.34,1
429,148347,2013-06-05 20:23:43,5,219,,,219,128866,2,3.5,1,2.4,,0.0,26,64.0,0,11621,3,43,2,0,1,1,,,1,,,,0.0,0.0,,-1.0,0.0,6.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,,0
430,148442,2013-01-09 09:17:32,10,109,,,31,56159,3,4.0,0,5.27,0.0477,5.03,16,126.71,0,6785,3,22,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
431,149052,2013-05-28 13:44:33,5,219,,,219,140336,3,4.0,1,1.95,0.3258,5.19,3,90.0,0,9735,3,0,2,0,1,0,,158.84,1,,,,0.0,0.0,,-1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,1,,0
432,149071,2013-06-04 02:52:38,5,219,,,31,82391,4,4.5,0,6.3,0.1626,0.0,3,284.0,0,23495,1,26,3,0,1,0,,6144.72,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
433,149076,2013-06-15 11:32:27,14,100,,,100,61820,3,3.5,1,2.2,0.0319,0.0,2,136.68,0,18139,3,13,2,0,1,1,,323.73,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
434,149430,2013-03-03 01:07:36,5,42,,,132,130393,4,3.5,1,2.4,0.0015,4.86,14,101.0,1,4073,1,89,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
435,150316,2012-12-01 11:16:27,5,123,3.0,78.12,219,60171,3,3.0,1,2.48,0.0088,4.56,8,90.0,0,20874,1,25,1,2,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
436,150326,2013-04-21 21:03:52,18,129,,,99,65952,3,0.0,0,0.0,0.0035,4.59,12,120.09,0,11088,1,47,1,0,1,1,,265.93,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
437,150458,2013-03-14 12:10:53,5,219,,,219,27853,2,2.5,1,2.71,0.008,4.42,35,226.0,1,21808,2,1,2,0,1,1,,142.34,1,,,,0.0,0.0,,,,,,,,-1.0,0.0,20.0,,,,,,,0.0,0.0,27.0,0,,0
438,151165,2012-12-17 22:45:13,5,219,,,219,119653,4,4.0,0,2.2,0.1845,4.28,4,35.0,0,2978,1,3,2,2,1,1,,207.53,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
439,151313,2013-04-18 04:12:52,5,219,,,219,4161,3,4.5,1,2.3,0.0368,5.47,9,171.0,1,15125,4,118,2,0,1,0,,677.71,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
440,151448,2013-01-30 16:36:20,5,219,,,219,90776,2,3.0,1,2.2,0.0102,4.24,24,47.0,0,21808,1,1,2,0,1,1,,,0,,,,0.0,0.0,,-1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,0,,0
441,151610,2013-05-25 23:55:09,16,31,,,31,22981,0,0.0,0,0.0,,4.73,9,84.07,0,25957,5,11,2,0,1,0,,120.75,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
442,151659,2012-12-25 14:11:59,5,219,,,219,91002,3,4.0,1,1.1,,4.78,28,90.0,0,423,1,0,2,0,1,0,,,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
443,151767,2013-04-01 21:45:16,19,158,,,15,126902,4,4.0,0,4.65,0.1793,4.97,20,81.69,0,17768,2,1,1,0,1,0,,,0,,,,,,,,,,0.0,0.0,28.0,0.0,0.0,33.0,,,,,,,,,,0,,0
